Data Set 1:Time(s),Data Set 1:Position(m),Data Set 1:Velocity(m/s),Data Set 1:Acceleration(m/s²)
0,0.24359999597072601,0.00050505905440359402,0.036660551461965986
0.033000000000000002,0.24359999597072601,0.0013889123996098836,0.044114253043744604
0.066000000000000003,0.24359999597072601,0.0037374219509086221,0.038580025775543751
0.099000000000000005,0.24390000104904175,0.0046296578264397002,0.0097697880322857294
0.13200000000000001,0.24390000104904175,0.005050440027256204,-0.042562938803541749
0.16500000000000001,0.2442999929189682,0.003030241438836762,-0.12147202679840345
0.19800000000000001,0.2442999929189682,-0.0046295825680498321,-0.14234563806521358
0.23100000000000001,0.24390000104904175,-0.009680097853695906,-0.052715609173348284
0.26400000000000001,0.24359999597072601,-0.010521875487433543,0.097566801070583187
0.29699999999999999,0.24289999902248383,-0.0033669600181708021,0.22234179063568726
0.33000000000000002,0.24289999902248383,0.014646536974794533,0.07347621882749307
0.36299999999999999,0.24500000476837158,0.0042930019624305487,-0.14482724335019323
0.39600000000000002,0.24330000579357147,-0.0089225469012854473,-0.023383271629449292
0.42899999999999999,0.24330000579357147,0.0038720065295094193,0.070782690646690072
0.46200000000000002,0.24390000104904175,0.0078282146542160615,-0.11690978042882789
0.495,0.24459999799728394,-0.0069023608559309821,-0.21922349810544858
0.52800000000000002,0.24330000579357147,-0.018434392081366633,0.0074397585080328843
0.56100000000000005,0.24259999394416809,-0.0090909751778098496,0.41421641309103291
0.59399999999999997,0.24259999394416809,0.0058923430916436237,1.1630062141026707
0.627,0.24330000579357147,0.038215583221679596,2.8747770217808353
0.66000000000000003,0.24330000579357147,0.145622864616439,5.706262615580485
0.69299999999999995,0.24529999494552612,0.45681822580921944,7.0653933445157158
0.72599999999999998,0.27430000901222229,0.74149841311001985,4.6844696267196086
0.75900000000000001,0.30250000953674316,0.79570701878881589,1.1721425277303352
0.79200000000000004,0.32870000600814819,0.76422539323267336,-1.0268234758702524
0.82499999999999996,0.35319998860359192,0.69755877709950687,-2.1692777829832797
0.85799999999999998,0.37529999017715454,0.6113637125853334,-2.7939312243720025
0.89100000000000001,0.39390000700950623,0.51069021325320085,-3.2604385667520268
0.92400000000000004,0.40939998626708984,0.39520194935878933,-3.6597020204364346
0.95699999999999996,0.4203999936580658,0.26540413047328154,-3.9344751952377233
0.98999999999999999,0.42689999938011169,0.13274418484883685,-4.094323740805657
1.0229999999999999,0.4293999969959259,-0.006733894950211647,-4.1505829769979909
1.056,0.42660000920295715,-0.1484006141572688,-3.9871935072937537
1.089,0.41899999976158142,-0.2733164714643046,-3.7124203958412849
1.1220000000000001,0.4083000123500824,-0.38922563044711783,-3.5149492858484943
1.155,0.39350000023841858,-0.50622912167700107,-3.2668153532938611
1.1879999999999999,0.37459999322891235,-0.61170041862160263,-2.8021495925827256
1.2210000000000001,0.35249999165534973,-0.69638038123095469,-2.0955897151669123
1.254,0.32800000905990601,-0.75791243100005845,-0.91940723302571004
1.2869999999999999,0.30219998955726624,-0.78484844980817847,1.2306000733158295
1.3200000000000001,0.27430000901222229,-0.72702011626577523,4.59668103168275
1.353,0.24670000374317169,-0.45631320438401107,6.9515989953624135
1.3859999999999999,0.24289999902248383,-0.1479798946717773,5.7758415837565709
1.419,0.24359999597072601,-0.022138133394196388,2.841901616799126
1.452,0.2442999929189682,0.0010942319025495581,0.76997648422402021
1.4850000000000001,0.2442999929189682,-0.015067331718676009,0.047048519383786618
1.518,0.24259999394416809,-0.016245752673357854,0.12094932307241191
1.5509999999999999,0.24259999394416809,-0.00042078220081651307,0.14595977231309629
1.5840000000000001,0.24330000579357147,-0.0011784460408117638,0.050092873291095331
1.617,0.24259999394416809,-0.0034512494148228844,0.084316879478782872
1.6499999999999999,0.24259999394416809,0.0040404348060338177,0.1187529669343262
1.6830000000000001,0.24289999902248383,0.010858644239027484,0.0015588453582574457
1.716,0.24390000104904175,0.0031144932062938933,-0.094662025714628797
1.7490000000000001,0.24289999902248383,-0.0010101181088071854,-0.039678539593295412
1.782,0.24359999597072601,0.0016835427244103016,0.017500838108161363
1.8149999999999999,0.24330000579357147,-0.0020201985884194347,0.19272300031744671
1.8480000000000001,0.24289999902248383,0.0084174125884919782,0.72923352619995396
1.881,0.2442999929189682,0.024831606081439205,2.0652660848387367
1.9139999999999999,0.24359999597072601,0.093939416235946302,4.6731341801642321
1.9470000000000001,0.24390000104904175,0.3468854484534023,6.6157504169519816
1.98,0.26499998569488525,0.63880467756027426,5.3785618031286768
2.0129999999999999,0.2921999990940094,0.76001683118367502,2.2554396966412456
2.0459999999999998,0.31869998574256897,0.75858588070178889,-0.30205138485048005
2.0790000000000002,0.34319999814033508,0.70244119022831608,-1.7248097566063141
2.1120000000000001,0.36529999971389771,0.62870372224737159,-2.4696326866210394
2.145,0.38519999384880066,0.53653203778796821,-3.0018920425919577
2.1779999999999999,0.40110000967979431,0.42912449298884375,-3.4428906234099652
2.2109999999999999,0.4138999879360199,0.3076597345798498,-3.8055920773808034
2.2440000000000002,0.42179998755455017,0.17289556437469855,-3.9954090248078877
2.2770000000000001,0.42519998550415039,0.039562332108366009,-4.0227590724110467
2.3100000000000001,0.4244999885559082,-0.095370191114920358,-3.9393661248120346
2.343,0.41870000958442688,-0.223653209129167,-3.7482738813137533
2.3759999999999999,0.40939998626708984,-0.34158265450185432,-3.560507429382747
2.4089999999999998,0.39629998803138733,-0.45993269392938219,-3.3123731061770925
2.4420000000000002,0.37869998812675476,-0.56565655803038084,-2.8920642793659082
2.4750000000000001,0.35839998722076416,-0.65294603005001506,-2.3295513146215159
2.508,0.33529999852180481,-0.72592584673403227,-1.3888882848283961
2.5409999999999999,0.31009998917579651,-0.76927597123364488,0.44149431695431224
2.5739999999999998,0.28290000557899475,-0.73863618602656145,3.3973270741103136
2.6070000000000002,0.25600001215934753,-0.54402362166430274,6.0634373396151267
2.6400000000000001,0.24359999597072601,-0.25353548101303169,6.1362778953365273
2.673,0.24289999902248383,-0.061363709294033453,3.8184889138051048
2.706,0.2442999929189682,-0.012205418211843838,1.5392438101606887
2.7389999999999999,0.24259999394416809,-0.0026093463504354643,0.44014903100285191
2.7719999999999998,0.24390000104904175,0.0015152524216006308,-0.0024097994054207892
2.8050000000000002,0.24330000579357147,-0.0093434419896867224,-0.10118172717862806
2.8380000000000001,0.24289999902248383,-0.01018526979568431,-0.014596273914917635
2.871,0.24259999394416809,-0.0096801354828908587,0.074397764568632438
2.9039999999999999,0.24220000207424164,-0.0058922427471238088,0.16799587864299503
2.9369999999999998,0.2418999969959259,0.0053030071836529134,0.14262979972415044
2.9700000000000002,0.24289999902248383,0.0073232057720723541,0.010911790810176089
3.0030000000000001,0.24259999394416809,0.0028619511360271186,-0.04102420563760447
3.036,0.24289999902248383,0.0026936357470875275,-0.024232040142564037
3.069,0.24289999902248383,-0.00050505905440359521,0.097495871516271745
3.1019999999999999,0.24259999394416809,0.0044613298944351327,0.4869117311004269
3.1349999999999998,0.24330000579357147,0.015404062841075025,1.5295341158682429
3.1680000000000001,0.24289999902248383,0.069612718692130857,3.5895572101043132
3.2010000000000001,0.2442999929189682,0.23737374178889639,5.8213319229446521
3.234,0.25429999828338623,0.51978126368940181,5.9838708081364622
3.2669999999999999,0.28150001168251038,0.7202019946342374,3.4995008437008033
